### var1 :  el_sc_eta 
### var2 :  el_pt 
  +1.566	  +2.000	 +50.000	 +70.000	0.827	0.001	0.849	0.001	0.826	0.836	0.847	-1.000
  +2.000	  +2.500	 +50.000	 +70.000	0.790	0.001	0.807	0.002	0.785	0.798	0.806	-1.000
  -2.500	  -2.000	 +70.000	+100.000	0.868	0.004	0.864	0.006	0.858	0.874	0.864	-1.000
  -2.000	  -1.566	 +70.000	+100.000	0.863	0.003	0.876	0.004	0.861	0.880	0.876	-1.000
  -1.566	  -1.444	 +70.000	+100.000	0.702	0.007	0.711	0.012	0.701	0.763	0.722	-1.000
  -1.444	  -0.800	 +70.000	+100.000	0.845	0.002	0.872	0.003	0.843	0.851	0.873	-1.000
  -0.800	  +0.000	 +70.000	+100.000	0.851	0.001	0.882	0.002	0.850	0.854	0.881	-1.000
  +0.000	  +0.800	 +70.000	+100.000	0.831	0.001	0.875	0.002	0.830	0.837	0.875	-1.000
  +0.800	  +1.444	 +70.000	+100.000	0.833	0.002	0.862	0.003	0.831	0.837	0.872	-1.000
  +1.444	  +1.566	 +70.000	+100.000	0.683	0.008	0.710	0.012	0.673	0.781	0.711	-1.000
  +1.566	  +2.000	 +70.000	+100.000	0.861	0.003	0.879	0.004	0.859	0.875	0.875	-1.000
  +2.000	  +2.500	 +70.000	+100.000	0.866	0.004	0.841	0.006	0.847	0.874	0.853	-1.000
  -2.500	  -2.000	+100.000	+150.000	0.907	0.005	0.927	0.007	0.906	0.911	0.919	-1.000
  -2.000	  -1.566	+100.000	+150.000	0.923	0.003	0.939	0.005	0.923	0.923	0.933	-1.000
  -1.566	  -1.444	+100.000	+150.000	0.837	0.010	0.851	0.016	0.827	0.836	0.836	-1.000
  -1.444	  -0.800	+100.000	+150.000	0.896	0.003	0.923	0.004	0.899	0.897	0.929	-1.000
  -0.800	  +0.000	+100.000	+150.000	0.906	0.002	0.925	0.003	0.904	0.906	0.926	-1.000
  +0.000	  +0.800	+100.000	+150.000	0.895	0.002	0.919	0.003	0.890	0.892	0.924	-1.000
  +0.800	  +1.444	+100.000	+150.000	0.896	0.003	0.919	0.004	0.892	0.893	0.919	-1.000
  +1.444	  +1.566	+100.000	+150.000	0.834	0.011	0.808	0.018	0.836	0.842	0.835	-1.000
  +1.566	  +2.000	+100.000	+150.000	0.923	0.004	0.931	0.006	0.920	0.920	0.930	-1.000
  +2.000	  +2.500	+100.000	+150.000	0.890	0.006	0.892	0.009	0.886	0.893	0.905	-1.000
  -2.500	  -2.000	+150.000	+200.000	0.966	0.009	0.984	0.008	0.964	0.967	0.968	-1.000
  -2.000	  -1.566	+150.000	+200.000	0.960	0.006	0.983	0.005	0.959	0.959	0.973	-1.000
  -1.566	  -1.444	+150.000	+200.000	0.863	0.017	0.873	0.027	0.862	0.898	0.892	-1.000
  -1.444	  -0.800	+150.000	+200.000	0.960	0.004	0.968	0.005	0.956	0.960	0.968	-1.000
  -0.800	  +0.000	+150.000	+200.000	0.945	0.003	0.970	0.004	0.943	0.942	0.964	-1.000
  +0.000	  +0.800	+150.000	+200.000	0.949	0.003	0.965	0.004	0.942	0.948	0.964	-1.000
  +0.800	  +1.444	+150.000	+200.000	0.937	0.004	0.965	0.005	0.936	0.945	0.958	-1.000
  +1.444	  +1.566	+150.000	+200.000	0.891	0.018	0.934	0.022	0.882	0.889	0.939	-1.000
  +1.566	  +2.000	+150.000	+200.000	0.964	0.006	0.989	0.005	0.964	0.965	0.968	-1.000
  +2.000	  +2.500	+150.000	+200.000	0.954	0.010	0.980	0.008	0.927	0.937	0.967	-1.000
  -2.500	  -2.000	+200.000	+500.000	0.986	0.006	1.000	0.001	0.986	0.985	0.988	-1.000
  -2.000	  -1.566	+200.000	+500.000	0.993	0.003	0.997	0.003	0.993	0.993	0.995	-1.000
  -1.566	  -1.444	+200.000	+500.000	0.967	0.011	0.991	0.009	0.960	0.965	0.934	-1.000
  -1.444	  -0.800	+200.000	+500.000	0.988	0.002	0.995	0.003	0.988	0.991	0.994	-1.000
  -0.800	  +0.000	+200.000	+500.000	0.989	0.002	0.994	0.002	0.986	0.985	0.989	-1.000
  +0.000	  +0.800	+200.000	+500.000	0.985	0.002	0.992	0.002	0.985	0.986	0.992	-1.000
  +0.800	  +1.444	+200.000	+500.000	0.991	0.002	0.996	0.002	0.991	0.993	0.994	-1.000
  +1.444	  +1.566	+200.000	+500.000	0.970	0.015	0.953	0.023	0.963	0.975	0.952	-1.000
  +1.566	  +2.000	+200.000	+500.000	0.990	0.006	0.999	0.001	0.987	0.998	0.991	-1.000
  +2.000	  +2.500	+200.000	+500.000	0.994	0.006	1.000	0.001	0.982	0.998	0.992	-1.000
